34.113124 10.851756 23.528654 1.000000 0.600000 0.300000 0.010000 0.010000 0.010000 0.583751 0.604424 0.368702 0.583751 0.604424 0.368702
41.934357 32.242664 -19.742060 1.000000 0.600000 0.300000 0.010000 0.010000 0.010000 0.364962 0.727324 0.514410 0.364962 0.727324 0.514410
-31.235719 29.875335 -12.308431 1.000000 0.600000 0.300000 0.010000 0.010000 0.010000 0.967201 0.638741 0.479160 0.967201 0.638741 0.479160
-32.203125 16.079896 27.788248 1.000000 0.600000 0.300000 0.010000 0.010000 0.010000 0.741747 0.481856 0.415547 0.741747 0.481856 0.415547
34.328607 39.716963 -23.315328 1.000000 0.600000 0.300000 0.010000 0.010000 0.010000 0.410203 0.547550 0.325824 0.410203 0.547550 0.325824
-22.185615 17.594727 -2.721355 1.000000 0.600000 0.300000 0.010000 0.010000 0.010000 0.574757 0.276343 0.134537 0.574757 0.276343 0.134537
0.136577 29.773596 0.065231 1.000000 0.600000 0.300000 0.010000 0.010000 0.010000 0.473320 0.591902 0.775453 0.473320 0.591902 0.775453
43.084658 35.129604 -20.463254 1.000000 0.600000 0.300000 0.010000 0.010000 0.010000 0.708614 0.097838 0.185371 0.708614 0.097838 0.185371
47.994037 2.510071 26.837522 1.000000 0.600000 0.300000 0.010000 0.010000 0.010000 0.234901 0.125271 0.532676 0.234901 0.125271 0.532676
14.453037 27.508646 17.327037 1.000000 0.600000 0.300000 0.010000 0.010000 0.010000 0.571890 0.474988 0.571554 0.571890 0.474988 0.571554
11.068982 32.260112 -12.863284 1.000000 0.600000 0.300000 0.010000 0.010000 0.010000 0.905661 0.486129 0.269989 0.905661 0.486129 0.269989
37.639413 34.324897 -0.503328 1.000000 0.600000 0.300000 0.010000 0.010000 0.010000 0.122578 0.072439 0.264089 0.122578 0.072439 0.264089
34.346783 2.194617 -14.967594 1.000000 0.600000 0.300000 0.010000 0.010000 0.010000 0.410646 0.308837 0.570049 0.410646 0.308837 0.570049
6.484160 4.404530 1.855502 1.000000 0.600000 0.300000 0.010000 0.010000 0.010000 0.305710 0.346942 0.396863 0.305710 0.346942 0.396863
-27.336725 19.801754 21.873750 1.000000 0.600000 0.300000 0.010000 0.010000 0.010000 0.587682 0.359107 0.466408 0.587682 0.359107 0.466408
-29.152674 29.273775 25.367636 1.000000 0.600000 0.300000 0.010000 0.010000 0.010000 0.993973 0.396137 0.754051 0.993973 0.396137 0.754051
-2.543540 1.707230 -12.529626 1.000000 0.600000 0.300000 0.010000 0.010000 0.010000 0.820709 0.417178 0.301300 0.820709 0.417178 0.301300
0.809074 28.881466 -13.495384 1.000000 0.600000 0.300000 0.010000 0.010000 0.010000 0.709374 0.153374 0.935791 0.709374 0.153374 0.935791
21.308915 19.754341 25.012234 1.000000 0.600000 0.300000 0.010000 0.010000 0.010000 0.167766 0.236232 0.747415 0.167766 0.236232 0.747415
28.410708 9.997460 15.540556 1.000000 0.600000 0.300000 0.010000 0.010000 0.010000 0.152320 0.185690 0.151658 0.152320 0.185690 0.151658
24.009816 33.614196 8.717562 1.000000 0.600000 0.300000 0.010000 0.010000 0.010000 0.542844 0.276105 0.199116 0.542844 0.276105 0.199116
29.171064 37.426207 -2.382858 1.000000 0.600000 0.300000 0.010000 0.010000 0.010000 0.431675 0.819942 0.082131 0.431675 0.819942 0.082131
-33.549420 11.157785 -6.351305 1.000000 0.600000 0.300000 0.010000 0.010000 0.010000 0.999852 0.953168 0.440393 0.999852 0.953168 0.440393
33.190847 18.739076 -24.722947 1.000000 0.600000 0.300000 0.010000 0.010000 0.010000 0.378971 0.350197 0.278160 0.378971 0.350197 0.278160
-27.167788 13.846989 -3.949440 1.000000 0.600000 0.300000 0.010000 0.010000 0.010000 0.918205 0.848345 0.965144 0.918205 0.848345 0.965144
-24.457971 6.188551 -0.000797 1.000000 0.600000 0.300000 0.010000 0.010000 0.010000 0.131216 0.232804 0.227179 0.131216 0.232804 0.227179
1.500071 39.011347 26.774586 1.000000 0.600000 0.300000 0.010000 0.010000 0.010000 0.930375 0.638035 0.363480 0.930375 0.638035 0.363480
7.780973 17.664845 14.093807 1.000000 0.600000 0.300000 0.010000 0.010000 0.010000 0.583548 0.997880 0.592582 0.583548 0.997880 0.592582
27.936728 7.706277 -22.369377 1.000000 0.600000 0.300000 0.010000 0.010000 0.010000 0.839680 0.763065 0.848754 0.839680 0.763065 0.848754
42.295278 22.035062 -11.027957 1.000000 0.600000 0.300000 0.010000 0.010000 0.010000 0.734408 0.388779 0.106394 0.734408 0.388779 0.106394
-40.617600 4.423603 18.514776 1.000000 0.600000 0.300000 0.010000 0.010000 0.010000 0.231702 0.171373 0.615717 0.231702 0.171373 0.615717
