-26.115232 11.345861 29.162892 1.000000 0.090000 0.032000 0.010000 0.010000 0.010000 0.473763 0.759144 0.788263 0.473763 0.759144 0.788263
-41.715800 23.409713 5.389046 1.000000 0.090000 0.032000 0.010000 0.010000 0.010000 0.411072 0.730714 0.107597 0.411072 0.730714 0.107597
46.611040 3.307167 -25.866257 1.000000 0.090000 0.032000 0.010000 0.010000 0.010000 0.151189 0.935451 0.697162 0.151189 0.935451 0.697162
-18.503823 39.015555 -17.821427 1.000000 0.090000 0.032000 0.010000 0.010000 0.010000 0.776792 0.915944 0.786898 0.776792 0.915944 0.786898
30.417338 13.911344 -10.097562 1.000000 0.090000 0.032000 0.010000 0.010000 0.010000 0.723212 0.564882 0.136358 0.723212 0.564882 0.136358
7.578043 36.032031 -8.490197 1.000000 0.090000 0.032000 0.010000 0.010000 0.010000 0.435883 0.729407 0.659145 0.435883 0.729407 0.659145
26.521173 10.000872 6.799611 1.000000 0.090000 0.032000 0.010000 0.010000 0.010000 0.741033 0.901472 0.873288 0.741033 0.901472 0.873288
19.204296 36.159094 -6.519295 1.000000 0.090000 0.032000 0.010000 0.010000 0.010000 0.741941 0.090716 0.332913 0.741941 0.090716 0.332913
4.123809 15.587802 3.759965 1.000000 0.090000 0.032000 0.010000 0.010000 0.010000 0.951534 0.775874 0.439626 0.951534 0.775874 0.439626
-19.988132 11.722639 -26.949952 1.000000 0.090000 0.032000 0.010000 0.010000 0.010000 0.768282 0.525114 0.687243 0.768282 0.525114 0.687243
